pokedex_number,name,generation,type1,type2,classfication,is_legendary,attack,sp_attack,defense,sp_defense,hp,speed,base_total,height_m,weight_kg,percentage_male,capture_rate,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
671,Florges,6,Fairy,,Garden Pokémon,0,65,112,68,154,78,75,552,1.1,10.0,0,45,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
672,Skiddo,6,Grass,,Mount Pokémon,0,65,62,48,57,66,52,350,0.9,31.0,50,200,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
673,Gogoat,6,Grass,,Mount Pokémon,0,100,97,62,81,123,68,531,1.7,91.0,50,45,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
674,Pancham,6,Fighting,,Playful Pokémon,0,82,46,62,48,67,43,348,0.6,8.0,50,220,1000000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
675,Pangoro,6,Fighting,Dark,Daunting Pokémon,0,124,69,78,71,95,58,495,2.1,136.0,50,65,1000000,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
676,Furfrou,6,Normal,,Poodle Pokémon,0,80,65,60,90,75,102,472,1.2,28.0,50,160,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
677,Espurr,6,Psychic,,Restraint Pokémon,0,48,63,54,60,62,68,355,0.3,3.5,50,190,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
678,Meowstic,6,Psychic,,Constraint Pokémon,0,48,83,76,81,74,104,466,0.6,8.5,50,75,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
679,Honedge,6,Steel,Ghost,Sword Pokémon,0,80,35,100,37,45,28,325,0.8,2.0,50,180,1000000,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
680,Doublade,6,Steel,Ghost,Sword Pokémon,0,110,45,150,49,59,35,448,0.8,4.5,50,90,1000000,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
681,Aegislash,6,Steel,Ghost,Royal Sword Pokémon,0,150,150,50,50,60,60,520,1.7,53.0,50,45,1000000,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
682,Spritzee,6,Fairy,,Perfume Pokémon,0,52,63,60,65,78,23,341,0.2,0.5,50,200,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
683,Aromatisse,6,Fairy,,Fragrance Pokémon,0,72,99,72,89,101,29,462,0.8,15.5,50,140,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
684,Swirlix,6,Fairy,,Cotton Candy Pokémon,0,48,59,66,57,62,49,341,0.4,3.5,50,200,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
685,Slurpuff,6,Fairy,,Meringue Pokémon,0,80,85,86,75,82,72,480,0.8,5.0,50,140,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
686,Inkay,6,Dark,Psychic,Revolving Pokémon,0,54,37,53,46,53,45,288,0.4,3.5,50,190,1000000,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
687,Malamar,6,Dark,Psychic,Overturning Pokémon,0,92,68,88,75,86,73,482,1.5,47.0,50,80,1000000,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
688,Binacle,6,Rock,Water,Two-Handed Pokémon,0,52,39,67,56,42,50,306,0.5,31.0,50,120,1000000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
689,Barbaracle,6,Rock,Water,Collective Pokémon,0,105,54,115,86,72,68,500,1.3,96.0,50,45,1000000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
690,Skrelp,6,Poison,Water,Mock Kelp Pokémon,0,60,60,60,60,50,30,320,0.5,7.3,50,225,1000000,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
691,Dragalge,6,Poison,Dragon,Mock Kelp Pokémon,0,75,97,90,123,65,44,494,1.8,81.5,50,55,1000000,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5
692,Clauncher,6,Water,,Water Gun Pokémon,0,53,58,62,63,50,44,330,0.5,8.3,50,225,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
693,Clawitzer,6,Water,,Howitzer Pokémon,0,73,120,88,89,71,59,500,1.3,35.3,50,55,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
694,Helioptile,6,Electric,Normal,Generator Pokémon,0,38,61,33,43,44,70,289,0.5,6.0,50,190,1000000,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1
695,Heliolisk,6,Electric,Normal,Generator Pokémon,0,55,109,52,94,62,109,481,1.0,21.0,50,75,1000000,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1
696,Tyrunt,6,Rock,Dragon,Royal Heir Pokémon,0,89,45,77,45,58,48,362,0.8,26.0,88.1,45,1000000,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
697,Tyrantrum,6,Rock,Dragon,Despot Pokémon,0,121,69,119,59,82,71,521,2.5,270.0,88.1,45,1000000,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
698,Amaura,6,Rock,Ice,Tundra Pokémon,0,59,67,50,63,77,46,362,1.3,25.2,88.1,45,1000000,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2
699,Aurorus,6,Rock,Ice,Tundra Pokémon,0,77,99,72,92,123,58,521,2.7,225.0,88.1,45,1000000,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2
700,Sylveon,6,Fairy,,Intertwining Pokémon,0,65,110,65,130,95,60,525,1.0,23.5,88.1,45,1000000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
701,Hawlucha,6,Fighting,Flying,Wrestling Pokémon,0,92,74,75,63,78,118,500,0.8,21.5,50,100,1000000,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1
702,Dedenne,6,Electric,Fairy,Antenna Pokémon,0,58,81,57,67,67,101,431,0.2,2.2,50,180,1000000,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1
703,Carbink,6,Rock,Fairy,Jewel Pokémon,0,50,50,150,150,50,50,500,0.3,5.7,,60,1250000,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
704,Goomy,6,Dragon,,Soft Tissue Pokémon,0,50,55,35,75,45,40,300,0.3,2.8,50,45,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
705,Sliggoo,6,Dragon,,Soft Tissue Pokémon,0,75,83,53,113,68,60,452,0.8,17.5,50,45,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
706,Goodra,6,Dragon,,Dragon Pokémon,0,100,110,70,150,90,80,600,2.0,150.5,50,45,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
707,Klefki,6,Steel,Fairy,Key Ring Pokémon,0,80,80,91,87,57,75,470,0.2,3.0,50,75,800000,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
708,Phantump,6,Ghost,Grass,Stump Pokémon,0,70,50,48,60,43,38,309,0.4,7.0,50,120,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
709,Trevenant,6,Ghost,Grass,Elder Tree Pokémon,0,110,65,76,82,85,56,474,1.5,71.0,50,60,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
710,Pumpkaboo,6,Ghost,Grass,Pumpkin Pokémon,0,66,44,70,55,59,41,335,0.8,15.0,50,120,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
711,Gourgeist,6,Ghost,Grass,Pumpkin Pokémon,0,100,58,122,75,85,54,494,1.7,39.0,50,60,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
712,Bergmite,6,Ice,,Ice Chunk Pokémon,0,69,32,85,35,55,28,304,1.0,99.5,50,190,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
713,Avalugg,6,Ice,,Iceberg Pokémon,0,117,44,184,46,95,28,514,2.0,505.0,50,55,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
714,Noibat,6,Flying,Dragon,Sound Wave Pokémon,0,30,45,35,40,40,55,245,0.5,8.0,50,190,1000000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
715,Noivern,6,Flying,Dragon,Sound Wave Pokémon,0,70,97,80,80,85,123,535,1.5,85.0,50,45,1000000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
716,Xerneas,6,Fairy,,Life Pokémon,1,131,131,95,98,126,99,680,3.0,215.0,,45,1250000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
717,Yveltal,6,Dark,Flying,Destruction Pokémon,1,131,131,95,98,126,99,680,5.8,203.0,,45,1250000,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
718,Zygarde,6,Dragon,Ground,Order Pokémon,1,100,91,121,95,216,85,708,5.0,284.6,,3,1250000,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
719,Diancie,6,Rock,Fairy,Jewel Pokémon,1,160,160,110,110,50,110,700,0.7,8.8,,3,1250000,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
720,Hoopa,6,Psychic,Ghost,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),1,160,170,60,130,80,80,680,,,,3,1250000,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1
721,Volcanion,6,Fire,Water,Steam Pokémon,1,110,130,120,90,80,70,600,1.7,195.0,,3,1250000,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1
722,Rowlet,7,Grass,Flying,Grass Quill Pokémon,0,55,50,55,50,68,42,320,0.3,1.5,88.1,45,1059860,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
723,Dartrix,7,Grass,Flying,Blade Quill Pokémon,0,75,70,75,70,78,52,420,0.7,16.0,88.1,45,1059860,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
724,Decidueye,7,Grass,Ghost,Arrow Quill Pokémon,0,107,100,75,100,78,70,530,1.6,36.6,88.1,45,1059860,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
725,Litten,7,Fire,,Fire Cat Pokémon,0,65,60,40,40,45,70,320,0.4,4.3,88.1,45,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
726,Torracat,7,Fire,,Fire Cat Pokémon,0,85,80,50,50,65,90,420,0.7,25.0,88.1,45,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
727,Incineroar,7,Fire,Dark,Heel Pokémon,0,115,80,90,90,95,60,530,1.8,83.0,88.1,45,1059860,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2
728,Popplio,7,Water,,Sea Lion Pokémon,0,54,66,54,56,50,40,320,0.4,7.5,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
729,Brionne,7,Water,,Pop Star Pokémon,0,69,91,69,81,60,50,420,0.6,17.5,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
730,Primarina,7,Water,Fairy,Soloist Pokémon,0,74,126,74,116,80,60,530,1.8,44.0,88.1,45,1059860,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
731,Pikipek,7,Normal,Flying,Woodpecker Pokémon,0,75,30,30,30,35,65,265,0.3,1.2,50,255,1000000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
732,Trumbeak,7,Normal,Flying,Bugle Beak Pokémon,0,85,40,50,50,55,75,355,0.6,14.8,50,120,1000000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
733,Toucannon,7,Normal,Flying,Cannon Pokémon,0,120,75,75,75,80,60,485,1.1,26.0,50,45,1000000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
734,Yungoos,7,Normal,,Loitering Pokémon,0,70,30,30,30,48,45,253,0.4,6.0,50,255,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
735,Gumshoos,7,Normal,,Stakeout Pokémon,0,110,55,60,60,88,45,418,0.7,14.2,50,127,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
736,Grubbin,7,Bug,,Larva Pokémon,0,62,55,45,45,47,46,300,0.4,4.4,50,255,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
737,Charjabug,7,Bug,Electric,Battery Pokémon,0,82,55,95,75,57,36,400,0.5,10.5,50,120,1000000,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
738,Vikavolt,7,Bug,Electric,Stag Beetle Pokémon,0,70,145,90,75,77,43,500,1.5,45.0,50,45,1000000,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
739,Crabrawler,7,Fighting,,Boxing Pokémon,0,82,42,57,47,47,63,338,0.6,7.0,50,225,1000000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
740,Crabominable,7,Fighting,Ice,Woolly Crab Pokémon,0,132,62,77,67,97,43,478,1.7,180.0,50,60,1000000,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1
741,Oricorio,7,Fire,Flying,Dancing Pokémon,0,70,98,70,70,75,93,476,0.6,3.4,24.6,45,1000000,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
742,Cutiefly,7,Bug,Fairy,Bee Fly Pokémon,0,45,55,40,40,40,84,304,0.1,0.2,50,190,1000000,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
743,Ribombee,7,Bug,Fairy,Bee Fly Pokémon,0,55,95,60,70,60,124,464,0.2,0.5,50,75,1000000,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
744,Rockruff,7,Rock,,Puppy Pokémon,0,65,30,40,40,45,60,280,0.5,9.2,50,190,1000000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
745,Lycanroc,7,Rock,,Wolf Pokémon,0,115,55,75,75,85,82,487,,,50,90,1000000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
746,Wishiwashi,7,Water,,Small Fry Pokémon,0,140,140,130,135,45,30,620,0.2,0.3,50,60,800000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
747,Mareanie,7,Poison,Water,Brutal Star Pokémon,0,53,43,62,52,50,45,305,0.4,8.0,50,190,1000000,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
748,Toxapex,7,Poison,Water,Brutal Star Pokémon,0,63,53,152,142,50,35,495,0.7,14.5,50,75,1000000,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
749,Mudbray,7,Ground,,Donkey Pokémon,0,100,45,70,55,70,45,385,1.0,110.0,50,190,1000000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
750,Mudsdale,7,Ground,,Draft Horse Pokémon,0,125,55,100,85,100,35,500,2.5,920.0,50,60,1000000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
751,Dewpider,7,Water,Bug,Water Bubble Pokémon,0,40,40,52,72,38,27,269,0.3,4.0,50,200,1000000,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
752,Araquanid,7,Water,Bug,Water Bubble Pokémon,0,70,50,92,132,68,42,454,1.8,82.0,50,100,1000000,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
753,Fomantis,7,Grass,,Sickle Grass Pokémon,0,55,50,35,35,40,35,250,0.3,1.5,50,190,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
754,Lurantis,7,Grass,,Bloom Sickle Pokémon,0,105,80,90,90,70,45,480,0.9,18.5,50,75,1000000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
755,Morelull,7,Grass,Fairy,Illuminating Pokémon,0,35,65,55,75,40,15,285,0.2,1.5,50,190,1000000,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
756,Shiinotic,7,Grass,Fairy,Illuminating Pokémon,0,45,90,80,100,60,30,405,1.0,11.5,50,75,1000000,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
757,Salandit,7,Poison,Fire,Toxic Lizard Pokémon,0,44,71,40,40,48,77,320,0.6,4.8,88.1,120,1000000,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
758,Salazzle,7,Poison,Fire,Toxic Lizard Pokémon,0,64,111,60,60,68,117,480,1.2,22.2,0,45,1000000,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
759,Stufful,7,Normal,Fighting,Flailing Pokémon,0,75,45,50,50,70,50,340,0.5,6.8,50,140,1000000,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
760,Bewear,7,Normal,Fighting,Strong Arm Pokémon,0,125,55,80,60,120,60,500,2.1,135.0,50,70,1000000,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
761,Bounsweet,7,Grass,,Fruit Pokémon,0,30,30,38,38,42,32,210,0.3,3.2,0,235,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
762,Steenee,7,Grass,,Fruit Pokémon,0,40,40,48,48,52,62,290,0.7,8.2,0,120,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
763,Tsareena,7,Grass,,Fruit Pokémon,0,120,50,98,98,72,72,510,1.2,21.4,0,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
764,Comfey,7,Fairy,,Posy Picker Pokémon,0,52,82,90,110,51,100,485,0.1,0.3,24.6,60,800000,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
765,Oranguru,7,Normal,Psychic,Sage Pokémon,0,60,90,80,110,90,60,490,1.5,76.0,50,45,1250000,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
766,Passimian,7,Fighting,,Teamwork Pokémon,0,120,40,90,60,100,80,490,2.0,82.8,50,45,1250000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
767,Wimpod,7,Bug,Water,Turn Tail Pokémon,0,35,20,40,30,25,80,230,0.5,12.0,50,90,1000000,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
768,Golisopod,7,Bug,Water,Hard Scale Pokémon,0,125,60,140,90,75,40,530,2.0,108.0,50,45,1000000,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
769,Sandygast,7,Ghost,Ground,Sand Heap Pokémon,0,55,70,80,45,55,15,320,0.5,70.0,50,140,1000000,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
770,Palossand,7,Ghost,Ground,Sand Castle Pokémon,0,75,100,110,75,85,35,480,1.3,250.0,50,60,1000000,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
771,Pyukumuku,7,Water,,Sea Cucumber Pokémon,0,60,30,130,130,55,5,410,0.3,1.2,50,60,800000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
772,Type: Null,7,Normal,,Synthetic Pokémon,0,95,95,95,95,95,59,534,1.9,120.5,,3,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
773,Silvally,7,Normal,,Synthetic Pokémon,0,95,95,95,95,95,95,570,2.3,100.5,,3,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
774,Minior,7,Rock,Flying,Meteor Pokémon,0,100,100,60,60,60,120,500,0.3,40.0,,255,1059860,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
775,Komala,7,Normal,,Drowsing Pokémon,0,115,75,65,95,65,65,480,0.4,19.9,50,45,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
776,Turtonator,7,Fire,Dragon,Blast Turtle Pokémon,0,78,91,135,85,60,36,485,2.0,212.0,50,70,1000000,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
777,Togedemaru,7,Electric,Steel,Roly-Poly Pokémon,0,98,40,63,73,65,96,435,0.3,3.3,50,180,1000000,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
778,Mimikyu,7,Ghost,Fairy,Disguise Pokémon,0,90,50,80,105,55,96,476,0.2,0.7,50,45,1000000,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1
779,Bruxish,7,Water,Psychic,Gnash Teeth Pokémon,0,105,70,70,70,68,92,475,0.9,19.0,50,80,1000000,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
780,Drampa,7,Normal,Dragon,Placid Pokémon,0,60,135,85,91,78,36,485,3.0,185.0,50,70,1000000,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5
781,Dhelmise,7,Ghost,Grass,Sea Creeper Pokémon,0,131,86,100,90,70,40,517,3.9,210.0,,25,1000000,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
782,Jangmo-o,7,Dragon,,Scaly Pokémon,0,55,45,65,45,45,45,300,0.6,29.7,50,45,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
783,Hakamo-o,7,Dragon,Fighting,Scaly Pokémon,0,75,65,90,70,55,65,420,1.2,47.0,50,45,1250000,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5
784,Kommo-o,7,Dragon,Fighting,Scaly Pokémon,0,110,100,125,105,75,85,600,1.6,78.2,50,45,1250000,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5
785,Tapu Koko,7,Electric,Fairy,Land Spirit Pokémon,1,115,95,85,75,70,130,570,1.8,20.5,,3,1250000,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1
786,Tapu Lele,7,Psychic,Fairy,Land Spirit Pokémon,1,85,130,75,115,70,95,570,1.2,18.6,,3,1250000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
787,Tapu Bulu,7,Grass,Fairy,Land Spirit Pokémon,1,130,85,115,95,70,75,570,1.9,45.5,,3,1250000,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
788,Tapu Fini,7,Water,Fairy,Land Spirit Pokémon,1,75,95,115,130,70,85,570,1.3,21.2,,3,1250000,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
789,Cosmog,7,Psychic,,Nebula Pokémon,1,29,29,31,31,43,37,200,0.2,0.1,,45,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
790,Cosmoem,7,Psychic,,Protostar Pokémon,1,29,29,131,131,43,37,400,0.1,999.9,,45,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
791,Solgaleo,7,Psychic,Steel,Sunne Pokémon,1,137,113,107,89,137,97,680,3.4,230.0,,45,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
792,Lunala,7,Psychic,Ghost,Moone Pokémon,1,113,137,89,107,137,97,680,4.0,120.0,,45,1250000,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1
793,Nihilego,7,Rock,Poison,Parasite Pokémon,1,53,127,47,131,109,103,570,1.2,55.5,,45,1250000,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2
794,Buzzwole,7,Bug,Fighting,Swollen Pokémon,1,139,53,139,53,107,79,570,2.4,333.6,,25,1250000,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
795,Pheromosa,7,Bug,Fighting,Lissome Pokémon,1,137,137,37,37,71,151,570,1.8,25.0,,255,1250000,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
796,Xurkitree,7,Electric,,Glowing Pokémon,1,89,173,71,71,83,83,570,3.8,100.0,,30,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
797,Celesteela,7,Steel,Flying,Launch Pokémon,1,101,107,103,101,97,61,570,9.2,999.9,,25,1250000,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1
798,Kartana,7,Grass,Steel,Drawn Sword Pokémon,1,181,59,131,31,59,109,570,0.3,0.1,,255,1250000,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
799,Guzzlord,7,Dark,Dragon,Junkivore Pokémon,1,101,97,53,53,223,43,570,5.5,888.0,,15,1250000,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
800,Necrozma,7,Psychic,,Prism Pokémon,1,107,127,101,89,97,79,600,2.4,230.0,,3,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
801,Magearna,7,Steel,Fairy,Artificial Pokémon,1,95,130,115,115,80,65,600,1.0,80.5,,3,1250000,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
